"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1092","TC-ACCOUNT-02: Authenticated user can open new account","Google Chrome","2026-06-18","passed","2026-06-18","","account-opening/account-opening.spec.ts","",""
"","1007","TC-BILL-PAY-05: Bill payment fails with missing required fields","Google Chrome","2026-06-18","passed","2026-06-18","","bill-payment/bill-pay.spec.ts","",""
"","1049","TC-BILL-PAY-04: Bill payment fails with mismatched account numbers","Google Chrome","2026-06-18","passed","2026-06-18","","bill-payment/bill-pay.spec.ts","",""
"","880","TC-LOGIN-01: Valid user can login successfully","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","886","TC-LOGIN-06: Empty password","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","979","TC-TRANSFER_FUNDS-03: Transfer funds fails with empty amount","Google Chrome","2026-06-18","passed","2026-06-18","","transfer-funds/transfer-funds.spec.ts","",""
"","871","TC-LOGIN-02: Invalid username","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","723","TC-LOGIN-04: Invalid username + password","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","802","TC-TRANSFER_FUNDS-01: Authenticated user can access transfer funds page","Google Chrome","2026-06-18","passed","2026-06-18","","transfer-funds/transfer-funds.spec.ts","",""
"","688","TC-LOGIN-05: Empty username","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","849","TC-LOGIN-03: Invalid password","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","826","TC-BILL-PAY-01: Authenticated user can access bill payment page","Google Chrome","2026-06-18","passed","2026-06-18","","bill-payment/bill-pay.spec.ts","",""
"","689","TC-LOGIN-07: Empty username + password","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","987","TC-BILL-PAY-06: Bill payment fails with invalid amount","Google Chrome","2026-06-18","passed","2026-06-18","","bill-payment/bill-pay.spec.ts","",""
"","1021","TC-LOGIN-08: Authenticated user can logout successfully","Google Chrome","2026-06-18","passed","2026-06-18","","login/login.spec.ts","",""
"","1269","TC-BILL-PAY-02: Authenticated user can make a single bill payment","Google Chrome","2026-06-18","passed","2026-06-18","","bill-payment/bill-pay.spec.ts","",""
"","3695","TC-ACCOUNT-01: Authenticated user can access Open New Account page","Google Chrome","2026-06-18","passed","2026-06-18","","account-opening/account-opening.spec.ts","",""
"","952","TC-TRANSFER-FUNDS-02: Authenticated user can transfer funds","Google Chrome","2026-06-18","passed","2026-06-18","","transfer-funds/transfer-funds.spec.ts","",""
"","2174","TC-BILL-PAY-03: Authenticated user can make multiple bill payments","Google Chrome","2026-06-18","passed","2026-06-18","","bill-payment/bill-pay.spec.ts","",""
