"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","786","TC-LOGIN-05: Empty username","Google Chrome","2026-06-05","passed","2026-06-05","","login/login.spec.ts","",""
"","983","TC-BILL-PAY-05: Bill payment fails with missing required fields","Google Chrome","2026-06-05","passed","2026-06-05","","bill-payment/bill-pay.spec.ts","",""
"","4016","TC-ACCOUNT-01: Authenticated user can access Open New Account page","Google Chrome","2026-06-05","passed","2026-06-05","","account-opening/account-opening.spec.ts","",""
"","862","TC-BILL-PAY-01: Authenticated user can access bill payment page","Google Chrome","2026-06-05","passed","2026-06-05","","bill-payment/bill-pay.spec.ts","",""
"","669","TC-LOGIN-07: Empty username + password","Google Chrome","2026-06-05","passed","2026-06-05","","login/login.spec.ts","",""
"","2088","TC-BILL-PAY-03: Authenticated user can make multiple bill payments","Google Chrome","2026-06-05","passed","2026-06-05","","bill-payment/bill-pay.spec.ts","",""
"","757","TC-LOGIN-06: Empty password","Google Chrome","2026-06-05","passed","2026-06-05","","login/login.spec.ts","",""
"","1099","TC-LOGIN-08: Authenticated user can logout successfully","Google Chrome","2026-06-05","passed","2026-06-05","","login/login.spec.ts","",""
"","871","TC-LOGIN-01: Valid user can login successfully","Google Chrome","2026-06-05","passed","2026-06-05","","login/login.spec.ts","",""
"","1135","TC-BILL-PAY-04: Bill payment fails with mismatched account numbers","Google Chrome","2026-06-05","passed","2026-06-05","","bill-payment/bill-pay.spec.ts","",""
"","1110","TC-TRANSFER-FUNDS-02: Authenticated user can transfer funds","Google Chrome","2026-06-05","passed","2026-06-05","","transfer-funds/transfer-funds.spec.ts","",""
"","5775","TC-LOGIN-03: Invalid password","Google Chrome","2026-06-05","failed","2026-06-05","","login/login.spec.ts","",""
"","5832","TC-LOGIN-04: Invalid username + password","Google Chrome","2026-06-05","failed","2026-06-05","","login/login.spec.ts","",""
"","1237","TC-BILL-PAY-02: Authenticated user can make a single bill payment","Google Chrome","2026-06-05","passed","2026-06-05","","bill-payment/bill-pay.spec.ts","",""
"","959","TC-BILL-PAY-06: Bill payment fails with invalid amount","Google Chrome","2026-06-05","passed","2026-06-05","","bill-payment/bill-pay.spec.ts","",""
"","1159","TC-ACCOUNT-02: Authenticated user can open new account","Google Chrome","2026-06-05","passed","2026-06-05","","account-opening/account-opening.spec.ts","",""
"","808","TC-TRANSFER_FUNDS-01: Authenticated user can access transfer funds page","Google Chrome","2026-06-05","passed","2026-06-05","","transfer-funds/transfer-funds.spec.ts","",""
"","5926","TC-LOGIN-02: Invalid username","Google Chrome","2026-06-05","failed","2026-06-05","","login/login.spec.ts","",""
"","985","TC-TRANSFER_FUNDS-03: Transfer funds fails with empty amount","Google Chrome","2026-06-05","passed","2026-06-05","","transfer-funds/transfer-funds.spec.ts","",""
