"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","845","TC-BILL-PAY-05: Bill payment fails with missing required fields","Google Chrome","2026-06-23","passed","2026-06-23","","bill-payment/bill-pay.spec.ts","",""
"","1667","TC-BILL-PAY-03: Authenticated user can make multiple bill payments","Google Chrome","2026-06-23","passed","2026-06-23","","bill-payment/bill-pay.spec.ts","",""
"","689","TC-LOGIN-01: Valid user can login successfully","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","576","TC-LOGIN-07: Empty username + password","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","2626","TC-ACCOUNT-01: Authenticated user can access Open New Account page","Google Chrome","2026-06-23","passed","2026-06-23","","account-opening/account-opening.spec.ts","",""
"","763","TC-BILL-PAY-01: Authenticated user can access bill payment page","Google Chrome","2026-06-23","passed","2026-06-23","","bill-payment/bill-pay.spec.ts","",""
"","616","TC-LOGIN-03: Invalid password","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","999","TC-BILL-PAY-02: Authenticated user can make a single bill payment","Google Chrome","2026-06-23","passed","2026-06-23","","bill-payment/bill-pay.spec.ts","",""
"","839","TC-TRANSFER_FUNDS-01: Authenticated user can access transfer funds page","Google Chrome","2026-06-23","passed","2026-06-23","","transfer-funds/transfer-funds.spec.ts","",""
"","856","TC-ACCOUNT-02: Authenticated user can open new account","Google Chrome","2026-06-23","passed","2026-06-23","","account-opening/account-opening.spec.ts","",""
"","834","TC-BILL-PAY-04: Bill payment fails with mismatched account numbers","Google Chrome","2026-06-23","passed","2026-06-23","","bill-payment/bill-pay.spec.ts","",""
"","852","TC-LOGIN-08: Authenticated user can logout successfully","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","745","TC-TRANSFER_FUNDS-03: Transfer funds fails with empty amount","Google Chrome","2026-06-23","passed","2026-06-23","","transfer-funds/transfer-funds.spec.ts","",""
"","622","TC-LOGIN-04: Invalid username + password","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","776","TC-TRANSFER-FUNDS-02: Authenticated user can transfer funds","Google Chrome","2026-06-23","passed","2026-06-23","","transfer-funds/transfer-funds.spec.ts","",""
"","544","TC-LOGIN-06: Empty password","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","537","TC-LOGIN-05: Empty username","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","640","TC-LOGIN-02: Invalid username","Google Chrome","2026-06-23","passed","2026-06-23","","login/login.spec.ts","",""
"","890","TC-BILL-PAY-06: Bill payment fails with invalid amount","Google Chrome","2026-06-23","passed","2026-06-23","","bill-payment/bill-pay.spec.ts","",""
