"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","889","TC-TRANSFER_FUNDS-01: Authenticated user can access transfer funds page","Google Chrome","2026-06-07","passed","2026-06-07","","transfer-funds/transfer-funds.spec.ts","",""
"","2159","TC-BILL-PAY-03: Authenticated user can make multiple bill payments","Google Chrome","2026-06-07","passed","2026-06-07","","bill-payment/bill-pay.spec.ts","",""
"","842","TC-LOGIN-06: Empty password","Google Chrome","2026-06-07","passed","2026-06-07","","login/login.spec.ts","",""
"","1275","TC-TRANSFER_FUNDS-03: Transfer funds fails with empty amount","Google Chrome","2026-06-07","passed","2026-06-07","","transfer-funds/transfer-funds.spec.ts","",""
"","1427","TC-ACCOUNT-02: Authenticated user can open new account","Google Chrome","2026-06-07","passed","2026-06-07","","account-opening/account-opening.spec.ts","",""
"","1344","TC-LOGIN-08: Authenticated user can logout successfully","Google Chrome","2026-06-07","passed","2026-06-07","","login/login.spec.ts","",""
"","1040","TC-BILL-PAY-01: Authenticated user can access bill payment page","Google Chrome","2026-06-07","passed","2026-06-07","","bill-payment/bill-pay.spec.ts","",""
"","1296","TC-BILL-PAY-02: Authenticated user can make a single bill payment","Google Chrome","2026-06-07","passed","2026-06-07","","bill-payment/bill-pay.spec.ts","",""
"","1016","TC-BILL-PAY-06: Bill payment fails with invalid amount","Google Chrome","2026-06-07","passed","2026-06-07","","bill-payment/bill-pay.spec.ts","",""
"","1056","TC-BILL-PAY-04: Bill payment fails with mismatched account numbers","Google Chrome","2026-06-07","passed","2026-06-07","","bill-payment/bill-pay.spec.ts","",""
"","6091","TC-LOGIN-04: Invalid username + password","Google Chrome","2026-06-07","failed","2026-06-07","","login/login.spec.ts","",""
"","6058","TC-LOGIN-03: Invalid password","Google Chrome","2026-06-07","failed","2026-06-07","","login/login.spec.ts","",""
"","4317","TC-ACCOUNT-01: Authenticated user can access Open New Account page","Google Chrome","2026-06-07","passed","2026-06-07","","account-opening/account-opening.spec.ts","",""
"","805","TC-LOGIN-05: Empty username","Google Chrome","2026-06-07","passed","2026-06-07","","login/login.spec.ts","",""
"","1104","TC-BILL-PAY-05: Bill payment fails with missing required fields","Google Chrome","2026-06-07","passed","2026-06-07","","bill-payment/bill-pay.spec.ts","",""
"","6207","TC-LOGIN-02: Invalid username","Google Chrome","2026-06-07","failed","2026-06-07","","login/login.spec.ts","",""
"","726","TC-LOGIN-07: Empty username + password","Google Chrome","2026-06-07","passed","2026-06-07","","login/login.spec.ts","",""
"","1173","TC-LOGIN-01: Valid user can login successfully","Google Chrome","2026-06-07","passed","2026-06-07","","login/login.spec.ts","",""
"","1404","TC-TRANSFER-FUNDS-02: Authenticated user can transfer funds","Google Chrome","2026-06-07","passed","2026-06-07","","transfer-funds/transfer-funds.spec.ts","",""
