"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6360","TC-BILL-PAY-01: Authenticated user can access bill payment page","Google Chrome","2026-09-26","failed","2026-09-26","","bill-payment/bill-pay.spec.ts","",""
"","31625","TC-BILL-PAY-05: Bill payment fails with missing required fields","Google Chrome","2026-09-26","broken","2026-09-26","","bill-payment/bill-pay.spec.ts","",""
"","31622","TC-BILL-PAY-04: Bill payment fails with mismatched account numbers","Google Chrome","2026-09-26","broken","2026-09-26","","bill-payment/bill-pay.spec.ts","",""
"","974","TC-LOGIN-07: Empty username + password","Google Chrome","2026-09-26","passed","2026-09-26","","login/login.spec.ts","",""
"","1327","TC-ACCOUNT-01: Authenticated user can access Open New Account page","Google Chrome","2026-09-26","passed","2026-09-26","","account-opening/account-opening.spec.ts","",""
"","6104","TC-LOGIN-01: Valid user can login successfully","Google Chrome","2026-09-26","failed","2026-09-26","","login/login.spec.ts","",""
"","31624","TC-ACCOUNT-02: Authenticated user can open new account","Google Chrome","2026-09-26","broken","2026-09-26","","account-opening/account-opening.spec.ts","",""
"","1139","TC-LOGIN-02: Invalid username","Google Chrome","2026-09-26","passed","2026-09-26","","login/login.spec.ts","",""
"","1025","TC-TRANSFER_FUNDS-01: Authenticated user can access transfer funds page","Google Chrome","2026-09-26","passed","2026-09-26","","transfer-funds/transfer-funds.spec.ts","",""
"","31537","TC-BILL-PAY-02: Authenticated user can make a single bill payment","Google Chrome","2026-09-26","broken","2026-09-26","","bill-payment/bill-pay.spec.ts","",""
"","6134","TC-LOGIN-08: Authenticated user can logout successfully","Google Chrome","2026-09-26","failed","2026-09-26","","login/login.spec.ts","",""
"","936","TC-LOGIN-03: Invalid password","Google Chrome","2026-09-26","passed","2026-09-26","","login/login.spec.ts","",""
"","894","TC-LOGIN-04: Invalid username + password","Google Chrome","2026-09-26","passed","2026-09-26","","login/login.spec.ts","",""
"","31700","TC-BILL-PAY-03: Authenticated user can make multiple bill payments","Google Chrome","2026-09-26","broken","2026-09-26","","bill-payment/bill-pay.spec.ts","",""
"","839","TC-LOGIN-06: Empty password","Google Chrome","2026-09-26","passed","2026-09-26","","login/login.spec.ts","",""
"","31425","TC-TRANSFER_FUNDS-03: Transfer funds fails with empty amount","Google Chrome","2026-09-26","broken","2026-09-26","","transfer-funds/transfer-funds.spec.ts","",""
"","31557","TC-TRANSFER-FUNDS-02: Authenticated user can transfer funds","Google Chrome","2026-09-26","broken","2026-09-26","","transfer-funds/transfer-funds.spec.ts","",""
"","31499","TC-BILL-PAY-06: Bill payment fails with invalid amount","Google Chrome","2026-09-26","broken","2026-09-26","","bill-payment/bill-pay.spec.ts","",""
"","855","TC-LOGIN-05: Empty username","Google Chrome","2026-09-26","passed","2026-09-26","","login/login.spec.ts","",""
