"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1503","TC-ACCOUNT-01: Authenticated user can access Open New Account page","Google Chrome","2026-08-15","passed","2026-08-15","","account-opening/account-opening.spec.ts","",""
"","1187","TC-TRANSFER_FUNDS-03: Transfer funds fails with empty amount","Google Chrome","2026-08-15","passed","2026-08-15","","transfer-funds/transfer-funds.spec.ts","",""
"","862","TC-LOGIN-07: Empty username + password","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","1280","TC-BILL-PAY-02: Authenticated user can make a single bill payment","Google Chrome","2026-08-15","passed","2026-08-15","","bill-payment/bill-pay.spec.ts","",""
"","1202","TC-BILL-PAY-05: Bill payment fails with missing required fields","Google Chrome","2026-08-15","passed","2026-08-15","","bill-payment/bill-pay.spec.ts","",""
"","875","TC-LOGIN-04: Invalid username + password","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","1278","TC-LOGIN-08: Authenticated user can logout successfully","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","897","TC-LOGIN-05: Empty username","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","1313","TC-ACCOUNT-02: Authenticated user can open new account","Google Chrome","2026-08-15","passed","2026-08-15","","account-opening/account-opening.spec.ts","",""
"","1161","TC-BILL-PAY-06: Bill payment fails with invalid amount","Google Chrome","2026-08-15","passed","2026-08-15","","bill-payment/bill-pay.spec.ts","",""
"","878","TC-LOGIN-06: Empty password","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","955","TC-LOGIN-03: Invalid password","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","953","TC-LOGIN-02: Invalid username","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
"","966","TC-TRANSFER_FUNDS-01: Authenticated user can access transfer funds page","Google Chrome","2026-08-15","passed","2026-08-15","","transfer-funds/transfer-funds.spec.ts","",""
"","1125","TC-TRANSFER-FUNDS-02: Authenticated user can transfer funds","Google Chrome","2026-08-15","passed","2026-08-15","","transfer-funds/transfer-funds.spec.ts","",""
"","2422","TC-BILL-PAY-03: Authenticated user can make multiple bill payments","Google Chrome","2026-08-15","passed","2026-08-15","","bill-payment/bill-pay.spec.ts","",""
"","1015","TC-BILL-PAY-01: Authenticated user can access bill payment page","Google Chrome","2026-08-15","passed","2026-08-15","","bill-payment/bill-pay.spec.ts","",""
"","1192","TC-BILL-PAY-04: Bill payment fails with mismatched account numbers","Google Chrome","2026-08-15","passed","2026-08-15","","bill-payment/bill-pay.spec.ts","",""
"","968","TC-LOGIN-01: Valid user can login successfully","Google Chrome","2026-08-15","passed","2026-08-15","","login/login.spec.ts","",""
